listing_title,price,land_area,bedrooms,bathrooms,agent_name,date_created,internal_features,external_features,nearby,link
6 Bed House with En Suite in Runda,"
KSh 199,000,000
","
"," 6
",,Archstone Realtors,09/06/2023,"
En Suite
,
Alarm
,
Fibre Internet
,
Walk In Closet
,
Aircon
","
Parking
,
Staff Quarters
,
BBQ
,
Balcony
,
Garden
,
CCTV
,
Electric Fence
","
School
,
Bus Stop
,
Hospital
,
Scenic View
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-1-3495135
3 Bed Townhouse with En Suite at Mtwapa Animo Phase (3),"
KSh 7,500,000
",," 3
"," 3
",BLISS HOMES,06/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Swimming Pool
 ,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-townhouse-for-sale-mtwapa-1-3570919
4 Bed Villa in Kiambu Road,"
KSh 50,000,000
",," 4
"," 4
",Durian Property Consult Ltd,29/06/2023,"
Shopping Centre
,
Bus Stop
,
Hospital
,
Scenic View
,
School
",,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3611468
5 Bed Townhouse with En Suite at Lower Kabete,"
KSh 110,000,000
","
"," 5
"," 5
",Simkar Group Limited,24/05/2023,"
En Suite
,
Alarm
,
Walk In Closet
","
Balcony
,
Garden
,
Electric Fence
,
Borehole
","
Scenic View
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-6-3428940
4 Bed Townhouse with En Suite at Loresho Ridge,,,,,,,,,,https://www.buyrentkenya.com/townhouses-for-sale/nairobi/westlands/loresho/4-bedroom
3 Bed Townhouse with En Suite in Kiambu Road,"
KSh 25,000,000
",," 3
"," 2
",Ge-Mac Property Solutions,03/07/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
,
Alarm
","
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3612619
3 Bed House with En Suite in Kilifi,"
 KSh 7,500,000
","
"," 3
"," 3
",Wazury Real Estate Limited,19/06/2023,"
En Suite
,
Fibre Internet
,
Serviced
","
Balcony
,
BBQ
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
Scenic View
,
School
 ,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilifi-town-3608776
5 Bed Villa with En Suite in Runda,"
KSh 160,000,000
",," 5
",,HOMES.COM,02/06/2023,"
Backup Generator
,
En Suite
,
Walk In Closet
,
Fibre Internet
","
Borehole
,
Wheelchair Access
,
CCTV
,
Parking
,
Electric Fence
","
Shopping Centre
,
Hospital
,
School
,
Bus Stop
,
Scenic View
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3604367
5 Bed Townhouse at Kitsuru,"
KSh 100,000,000
",," 5
"," 5
",Civet Africa Ltd,05/06/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3604821
4 Bed House with En Suite in Kiambu Road,"
KSh 40,750,000
","
"," 4
"," 4
",Tysons Limited,01/02/2022,"
En Suite
","
Balcony
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3446245
4 Bed House with En Suite at Paradise Lost,"
KSh 85,000,000
",," 4
"," 5
",Nairobi Royal Homes,26/06/2023,"
Walk In Closet
,
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Swimming Pool
,
Wheelchair Access
,
Borehole
,
Garden
,
Electric Fence
,
CCTV
,
Staff Quarters
,
Parking
,
BBQ
,
Balcony
","
Shopping Centre
,
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-1-3599610
4 Bed House with En Suite at Njathaini Road,"
KSh 30,000,000
","
"," 4
"," 4
",Fab Real Estate,18/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
School
,
Scenic View
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-1-3593988
4 Bed Villa with En Suite in Ruiru,"
KSh 18,000,000
",," 4
"," 4
",Stop Properties Real Estate,05/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
",,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3476687
4 Bed Villa with Swimming Pool at Jcc Road,"
KSh 8,950,000
","
"," 4
"," 3
",Fairdeal Properties Limited,24/05/2023,"
Fibre Internet
","
Balcony
,
Parking
,
CCTV
,
Swimming Pool
,
Garden
,
BBQ
,
Electric Fence
,
Borehole
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-bamburi-3565837
4 Bed House in Githunguri,"
KSh 9,500,000
","
"," 4
"," 4
",Afrique Properties Limited,03/07/2023,"
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-githunguri-1-3600739
5 Bed House with En Suite in Kitisuru,"
KSh 135,000,000
",," 5
",,Geoscape Global Limited,06/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Gym
,
Balcony
,
Parking
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Swimming Pool
","
Bus Stop
,
Shopping Centre
,
Hospital
 ,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3613437
4 Bed Townhouse with En Suite in Kitisuru,"
KSh 135,000,000
",," 4
"," 4
",Leti Realty Limited,01/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3611390
5 Bed House with En Suite in Ngong,"
KSh 16,000,000
","
"," 5
"," 6
",Leilach Properties,27/06/2023,"
En Suite
",,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-13-43905
4 Bed Townhouse with Garden in Lavington,"
KSh 85,000,000
",," 4
"," 4
",Leti Realty Limited,01/07/2023,"
Alarm
,
Backup Generator
 ,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
 Staff Quarters
","
Bus Stop
,
Shopping Centre
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3561199
4 Bed Villa in Vipingo,"
KSh 97,000,000
",," 4
",,Benford Homes,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-vipingo-3463477
4 Bed Villa with En Suite at Convent Drive Lavington,"
KSh 48,000,000
",," 4
"," 4
",Lavington Property Management,25/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Scenic View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-1-3558723
5 Bed House with En Suite in Kitengela,"
KSh 20,000,000
","
"," 5
"," 6
",Leilach Properties,27/06/2023,"
Fibre Internet
,
En Suite
,
Walk In Closet
","
Balcony
,
Garden
,
Wheelchair Access
,
Staff Quarters
,
Parking
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitengela-1-3554871
4 Bed Villa with En Suite at Muthithi Road,"
KSh 30,000,000
",," 4
"," 6
",T&T Properties Kenya Limited,07/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3597357
6 Bed House with En Suite at Kinanda Road,"
KSh 120,000,000
",," 6
"," 6
",Nairobi Royal Homes,26/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Parking
,
Balcony
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-1-3581452
5 Bed Townhouse with En Suite at Ruiru-Githunguri Road,"
KSh 15,500,000
","
"," 5
"," 6
",Property Point Urban Kenya,17/06/2023,"
Alarm
,
En Suite
,
Serviced
,
Walk In Closet
,
Fibre Internet
,
Backup Generator
","
Balcony
,
CCTV
,
Borehole
,
Gym
,
Staff Quarters
,
Wheelchair Access
,
Swimming Pool
,
Parking
,
Garden
,
Electric Fence
,
BBQ
","
Golf Course
,
Scenic View
,
School
,
Shopping Centre
,
Hospital
,
Bus Stop
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ruiru-1-3524684
5 Bed Townhouse with En Suite in Kiambu Road,"
KSh 29,000,000
",," 5
"," 5
",Villawatch Limited,21/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Parking
,
Staff Quarters
","
Bus Stop
,
School
,
Shopping Centre
,
Hospital
,
Scenic View
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kiambu-road-2-3561003
4 Bed House with Garden in Brookside,"
KSh 58,000,000

",," 4
"," 4
",Coral Property International Ltd,24/05/2023,"
Garden
,
Parking
","
Shopping Centre
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-brookside-3566004
4 Bed House with En Suite at Flame Tree,"
KSh 95,000,000
","
"," 4
"," 4
",Isebania Management Systems,30/05/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Golf Course
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3591700
4 Bed House with En Suite in Kitisuru,"
KSh 115,000,000
",," 4
"," 4
",Geoscape Global Limited,04/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Garden
,
Borehole
,
Swimming Pool
,
Staff Quarters
,
Parking
,
BBQ
,
Gym
,
Balcony
","
Bus Stop
,
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3612682
5 Bed Villa with Swimming Pool in Riverside,"
KSh 65,000,000
",," 5
"," 4
",Coral Property International Ltd,20/06/2023,"
Backup Generator
","
Swimming Pool
,
Garden
",,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-riverside-1-3582589
4 Bed House with Swimming Pool in Mlolongo,"
KSh 38,500,000
","
"," 4
"," 2
",Coral Property International Ltd,24/05/2023,"
Parking
,
Garden
,
Swimming Pool
","
Scenic View
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mlolongo-3480350
5 Bed House with En Suite in Kitisuru,"
KSh 135,000,000
",," 5
",,Geoscape Global Limited,04/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
","
Balcony
,
Parking
,
Gym
,
Staff Quarters
,
Swimming Pool
,
Garden
,
Electric Fence
,
CCTV
","
Shopping Centre
,
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3612716
5 Bed House with En Suite at Karen Marist Road,"
KSh 65,000,000
","
"," 5
"," 6
",Mapema Properties,01/07/2023,"
Backup Generator
,
En Suite
,
Serviced
,
Walk In Closet
","
CCTV
,
Garden
,
Parking
,
Borehole
,
Electric Fence
,
Balcony
,
BBQ
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3582537
4 Bed House with En Suite at Argwing Kodek Road.,"
KSh 100,000,000
","
"," 4
"," 4
",Ace Realtors Limited,28/06/2023,"
Aircon
,
Alarm
,
Service Charge Included
,
Backup Generator
,
Walk In Closet
,
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
Parking
,
Staff Quarters
,
Electric Fence
,
CCTV
,
Borehole
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kilimani-3610649
4 Bed Villa with En Suite at Matangi Junction,"
KSh 12,500,000
",," 4
"," 5
",T&T Properties Kenya Limited,07/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
","
Balcony
,
CCTV
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-ruiru-3590942
4 Bed House with En Suite at Broadway,"
KSh 16,500,000
","
"," 4
"," 4
",Sky Miles Properties,13/06/2023,"
Alarm
,
En Suite
,
Backup Generator
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Sea View
,
Shopping Centre
 ",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mtwapa-1-3550087
5 Bed House in Kileleshwa,"
KSh 65,000,000
",," 5
"," 5
",Geoscape Global Limited,30/06/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kileleshwa-3454703
4 Bed House with En Suite at Kenyatta Road,"
KSh 10,500,000
","
"," 4
"," 4
",Vuli Homes Ltd,15/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-road-3566052
5 Bed Townhouse with En Suite at Off Peponi Rd,"
KSh 68,500,000
","
"," 5
"," 5
",Coral Property International Ltd,24/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Parking
,
Garden
","
School
,
Hospital
,
Bus Stop
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3511417
4 Bed House with En Suite in Kiambu Road,"
KSh 24,500,000
",," 4
"," 2
",Apogee Realty Homes,16/06/2023,"
En Suite
,
Fibre Internet
","
Balcony
,
Wheelchair Access
,
Garden
,
Electric Fence
,
Borehole
,
Parking
","
Scenic View
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-16-3437597
5 Bed House with En Suite at Katani Road Syokimau,"
KSh 35,000,000
","
"," 5
"," 6
",Sir Francis Marketing &#38; Consultants Ltd,05/07/2023,"
Aircon
,
Alarm
,
Service Charge Included
,
Walk In Closet
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
","
Balcony
,
Gym
,
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-syokimau-3604629
5 Bed Townhouse with En Suite at Mimosa Road,"
Price not communicated
","
"," 5
"," 6
",Zyve,08/07/2023,"
Alarm
,
Backup Generator
,
Walk In Closet
,
Service Charge Included
,
Serviced
,
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
 ,
Borehole
,
Garden
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
","
School
,
Scenic View
,
Hospital
,
Golf Course
,
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-13-3601761
4 Bed House with En Suite in Loresho,"
KSh 125,000,000
",," 4
"," 5
",Arneel Homes,17/06/2023,"
Backup Generator
,
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Aircon
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Shopping Centre
,
Sea View
,
School
,
Scenic View
,
Hospital
,
Golf Course
,
Bus Stop
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-1-3590716
4 Bed Townhouse with En Suite in Tigoni,"
KSh 55,000,000
",," 4
"," 4
",Leti Realty Limited,01/07/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Wheelchair Access
,
Borehole
",,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-tigoni-1-3586860
4 Bed Villa with En Suite at Afro Sayari,"
KSh 12,600,000
",," 4
"," 6
",T&T Properties Kenya Limited,07/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Service Charge Included
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kamakis-3594816
4 Bed House with En Suite at Vipingo,"
KSh 25,000,000
",," 4
",,Furaha Properties,19/04/2023,"
En Suite
","
Swimming Pool
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kikambala-3388153
5 Bed House with Swimming Pool in Syokimau,"
KSh 23,000,000
","
"," 5
"," 4
",Litana Investments,24/05/2023,"
Alarm
,
Backup Generator
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-syokimau-3553467
4 Bed House with Garden in Langata,"
KSh 39,500,000
",," 4
",,Pam Golding Properties,16/11/2022,"
Parking
,
Garden
","
Bus Stop
,
Hospital
,
School
",,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3527929
3 Bed House with En Suite at Vineyard Gardens,"
KSh 6,000,000
",," 3
"," 4
",MND Properties,09/05/2023,"
En Suite
,
Serviced
,
Walk In Closet
","
Electric Fence
,
Borehole
,
Garden
,
 Parking
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malaa-3572713
3 Bed House with En Suite at Juja Town,"
KSh 6,700,000
","
"," 3
"," 3
",Kijani Homes Realtors,24/05/2023,"
Aircon
,
Serviced
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Walk In Closet
","
Balcony
,
BBQ
,
Parking
,
Staff Quarters
,
CCTV
,
Electric Fence
,
Wheelchair Access
,
Borehole
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-thika-road-3601978
4 Bed Townhouse with En Suite at Kenyatta Road,"
KSh 14,750,000
",," 4
"," 6
",MK PROPERTIES,13/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kenyatta-road-1-3580859
4 Bed House with En Suite at Coffee Gardens - Muthaiga North,"
KSh 115,000,000
","
"," 4
"," 2
",Kenya Valuers & Estate Agents,08/06/2023,"
Aircon
,
Backup Generator
,
En Suite
","
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-muthaiga-1-3557647
3 Bed House with En Suite at Kangundo Road,"
KSh 5,999,000
","
"," 3
"," 4
",CASTLE VILLAS LIMITED,24/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Serviced
","
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kamulu-3601587
7 Bed House with En Suite at Near Waldorf School,"
Price not communicated
",," 7
"," 7
",Ryden International,05/06/2023,"
Furnished
,
En Suite
","
Garden
,
Parking
,
Staff Quarters
","
School
,
Scenic View
",https://www.buyrentkenya.com/listings/furnished-7-bedroom-house-for-sale-nanyuki-3578814
3 Bed House with En Suite at Rimpa,"
KSh 6,300,000
","
"," 3
"," 3
",Homeken Limited,08/07/2023,"
En Suite
","
Parking
",,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-2-3577270
4 Bed House with En Suite in Nyali Area,"
KSh 70,000,000
",," 4
"," 5
",Arneel Homes,17/06/2023,"
Aircon
,
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Shopping Centre
,
Sea View
,
School
,
Scenic View
,
Hospital
,
Golf Course
,
Bus Stop
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-1-3600827
4 Bed House with En Suite at Kenyatta Road,"
KSh 7,500,000
",," 4
"," 3
",Afrique Properties Limited,03/07/2023,"
En Suite
,
Fibre Internet
","
Balcony
,
Garden
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kenyatta-road-1-3523816
5 Bed Villa with En Suite in Syokimau,"
KSh 15,000,000
",," 5
"," 5
",TOK REALTY LIMITED,11/05/2023,"
Backup Generator
,
En Suite
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-syokimau-3586294
